HGNC ID	Approved Symbol	Previous Symbols	Synonyms	Entrez Gene ID(supplied by NCBI)	RefSeq(supplied by NCBI)	UniProt ID(supplied by UniProt)	Ensembl ID(supplied by Ensembl)
HGNC:51497	ACTG1P17			283693	NR_036446		ENSG00000259315
HGNC:51498	ACTG1P18			100418924	NG_009224		ENSG00000218475
HGNC:51499	ACTG1P19			644160	NG_021670		ENSG00000237999
HGNC:51500	ACTG1P20			644961	NR_033926		ENSG00000241547
HGNC:51501	ACTG1P21			100131291	NG_022723		ENSG00000232672
HGNC:51502	ACTG1P22			100131953	NG_021565		ENSG00000271615
HGNC:51503	ACTG1P23			442097	NG_022227		ENSG00000230362
HGNC:49661	ACTG1P24	POTENP		441783	NG_022456		ENSG00000226359
HGNC:145	ACTG2	ACTL3, ACTA3	ACTSG	72	NM_001199893	P63267	ENSG00000163017
HGNC:24124	ACTL6A		Actl6, BAF53A, Arp4, Baf53a, INO80K	86	NM_004301	O96019	ENSG00000136518
HGNC:160	ACTL6B	ACTL6	BAF53B	51412	NM_016188	O94805	ENSG00000077080
HGNC:161	ACTL7A			10881	NM_006687	Q9Y615	ENSG00000187003
HGNC:162	ACTL7B		Tact1	10880	NM_006686	Q9Y614	ENSG00000148156
HGNC:24018	ACTL8		CT57	81569	NM_030812	Q9H568	ENSG00000117148
HGNC:28494	ACTL9		MGC33407	284382	NM_178525	Q8TC94	ENSG00000181786
HGNC:16127	ACTL10	C20orf134		170487	NM_001024675	Q5JWF8	ENSG00000182584
HGNC:163	ACTN1			87	NM_001102	P12814	ENSG00000072110
HGNC:20131	ACTN1-AS1	C14orf84		161159	NR_073422		ENSG00000259062
HGNC:164	ACTN2			88	NM_001103	P35609	ENSG00000077522
HGNC:165	ACTN3			89	NM_001104	Q08043	ENSG00000248746
HGNC:166	ACTN4	FSGS1		81	NM_001322033	O43707	ENSG00000130402
HGNC:44028	ACTN4P1			344978	NG_022074		ENSG00000213493
HGNC:44032	ACTN4P2			391026			ENSG00000214141
HGNC:51621	ACTP1			106480335	NG_044542		ENSG00000229890
HGNC:167	ACTR1A		ARP1, Arp1A	10121	NM_005736	P61163	ENSG00000138107
HGNC:168	ACTR1B	CTRN2	Arp1B	10120	NM_005735	P42025	ENSG00000115073
HGNC:169	ACTR2		ARP2	10097	NM_001005386	P61160	ENSG00000138071
HGNC:170	ACTR3		ARP3	10096	NM_001277140	P61158	ENSG00000115091
HGNC:17256	ACTR3B		ARP11, ARP3beta	57180	NM_001040135	Q9P1U1	ENSG00000133627
HGNC:37724	ACTR3BP1			643050	NG_005799		ENSG00000270242
HGNC:38677	ACTR3BP2		FKSG73	440888	NR_027714		ENSG00000226481
HGNC:38678	ACTR3BP3			647156	NG_005800		ENSG00000260327
HGNC:38681	ACTR3BP4			777774	NG_005802		ENSG00000249283
HGNC:38682	ACTR3BP5			399746	NR_045000		ENSG00000227264
HGNC:38683	ACTR3BP6			644773	NG_005801		ENSG00000226444
HGNC:37282	ACTR3C		ARP11	653857	NM_001164458	Q9C0K3	ENSG00000106526
HGNC:31820	ACTR3P1			100288580	NG_023029		
HGNC:38676	ACTR3P2			100129013	NG_022669		ENSG00000232267
HGNC:38679	ACTR3P3			100128020	NG_022261		ENSG00000242573
HGNC:14671	ACTR5		FLJ12785, Arp5, INO80M	79913	NM_024855	Q9H9F9	ENSG00000101442
HGNC:24025	ACTR6		ARP6, FLJ13433	64431	NM_022496	Q9GZN1	ENSG00000075089
HGNC:44210	ACTR6P1			100421495	NG_025147		ENSG00000248915
HGNC:14672	ACTR8		INO80N	93973	NM_022899	Q9H981	ENSG00000113812
HGNC:17372	ACTR10		HARP11, ACTR11, Arp11, Arp10	55860	NM_018477	Q9NZ32	ENSG00000131966
HGNC:24027	ACTRT1		AIP1, KIAA0705, ARIP1, Arp-T1	139741	NM_138289	Q8TDG2	ENSG00000123165
HGNC:24026	ACTRT2		Arp-T2, ARPM2, FLJ25424	140625	NM_080431	Q8TDY3	ENSG00000169717
HGNC:24022	ACTRT3		ARPM1	84517	NM_032487	Q9BYD9	ENSG00000184378
HGNC:171	ACVR1	ACVRLK2	SKR1, ALK2, ACVR1A	90	NM_001105	Q04771	ENSG00000115170
HGNC:172	ACVR1B	ACVRLK4	ALK4, SKR2, ActRIB	91	NM_004302	P36896	ENSG00000135503
HGNC:18123	ACVR1C		ALK7, ACVRLK7	130399	NM_001111031	Q8NER5	ENSG00000123612
HGNC:173	ACVR2A	ACVR2	ACTRII	92	NM_001278579	P27037	ENSG00000121989
HGNC:174	ACVR2B		ActR-IIB	93	NM_001106	Q13705	ENSG00000114739
HGNC:44161	ACVR2B-AS1			100128640	NR_028389		ENSG00000229589
HGNC:175	ACVRL1	ACVRLK1, ORW2	HHT2, ALK1, HHT	94	NM_000020	P37023	ENSG00000139567
HGNC:177	ACY1			95	NM_000666	Q03154	ENSG00000243989
HGNC:24104	ACY3		HCBP1, MGC9740, ACY-3	91703	NM_080658	Q96HD9	ENSG00000132744
HGNC:179	ACYP1			97	NM_001107	P07311	ENSG00000119640
HGNC:180	ACYP2			98	NM_001320586	P14621	ENSG00000170634
HGNC:185	AD5			8081			
HGNC:186	ADA			100	NM_000022	P00813	ENSG00000196839
HGNC:1839	ADA2	IDGFL, CECR1	ADGF	51816	NM_001282225	Q9NZK5	ENSG00000093072
HGNC:30713	ADAD1		Tenr	132612	NM_001159285	Q96M93	ENSG00000164113
HGNC:44550	ADAD1P1			100422386	NG_025689		
HGNC:44552	ADAD1P2			100422407	NG_012925		ENSG00000267511
HGNC:30714	ADAD2		TENRL, FLJ00337	161931	NM_001145400	Q8NCV1	ENSG00000140955
HGNC:31853	ADAL			161823	NM_001012969	Q6DHV7	ENSG00000168803
HGNC:187	ADAM1A	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	8759	NR_036636		ENSG00000229186
HGNC:44366	ADAM1B			100420505	NG_024129		ENSG00000226469
HGNC:198	ADAM2	FTNB	PH-30b, PH30, CT15	2515	NM_001278113	Q99965	ENSG00000104755
HGNC:209	ADAM3A	CYRN1	ADAM3, tMDCI	1587	NR_001569		ENSG00000197475
HGNC:210	ADAM3B	CYRN2		1596	NR_144553		ENSG00000260089
HGNC:212	ADAM5	ADAM5P	tMDCII	255926	NR_001448	Q6NVV9	ENSG00000196115
HGNC:213	ADAM6	C14orf96	tMDCIV	8755	NR_002224		ENSG00000271968
HGNC:214	ADAM7		GP-83, EAPI	8756	NM_003817	Q9H2U9	ENSG00000069206
HGNC:215	ADAM8		CD156, MS2, CD156a	101	NM_001109	P78325	ENSG00000151651
HGNC:216	ADAM9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8754	NM_003816	Q13443	ENSG00000168615
HGNC:188	ADAM10		kuz, MADM, HsT18717, CD156c	102	NM_001110	O14672	ENSG00000137845
HGNC:189	ADAM11	MDC		4185	NM_001318933	O75078	ENSG00000073670
HGNC:190	ADAM12		MCMPMltna, MLTN	8038	NM_001288973	O43184	ENSG00000148848
HGNC:193	ADAM15		MDC15	8751	NM_001261464	Q13444	ENSG00000143537
HGNC:195	ADAM17	TACE	cSVP, CD156B	6868	NM_003183	P78536	ENSG00000151694
HGNC:196	ADAM18		tMDCIII, ADAM27	8749	NM_001190956	Q9Y3Q7	ENSG00000168619
HGNC:197	ADAM19		MLTNB	8728	NM_033274	Q9H013	ENSG00000135074
HGNC:199	ADAM20			8748	NM_003814	O43506	ENSG00000134007
HGNC:20102	ADAM20P1	C14orf55		317760	NR_037933		ENSG00000259158
HGNC:43901	ADAM20P2			100533671	NG_028850		ENSG00000248574
HGNC:43902	ADAM20P3			644325	NG_023541		ENSG00000249162
HGNC:200	ADAM21		ADAM31	8747	NM_003813	Q9UKJ8	ENSG00000139985
HGNC:19822	ADAM21P1	ADAM21P		145241	NR_003951		ENSG00000235812
HGNC:201	ADAM22		MDC2	53616	NM_001324417	Q9P0K1	ENSG00000008277
HGNC:202	ADAM23		MDC3	8745	NM_003812	O75077	ENSG00000114948
HGNC:203	ADAM24P			646479	NG_022410		ENSG00000214607
HGNC:206	ADAM28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	10863	NM_001304351	Q9UKQ2	ENSG00000042980
HGNC:207	ADAM29		svph1, CT73	11086	NM_001130703	Q9UKF5	ENSG00000168594
HGNC:208	ADAM30		svph4	11085	NM_021794	Q9UKF2	ENSG00000134249
HGNC:15479	ADAM32			203102	NM_001313994	Q8TC27	ENSG00000197140
HGNC:15478	ADAM33	C20orf153	DKFZp434K0521, dJ964F7.1	80332	NM_001282447	Q9BZ11	ENSG00000149451
HGNC:16299	ADAMDEC1		M12.219	27299	NM_001145271	O15204	ENSG00000134028
HGNC:217	ADAMTS1		C3-C5, METH1, KIAA1346	9510	NM_006988	Q9UHI8	ENSG00000154734
HGNC:218	ADAMTS2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	9509	NM_014244	O95450	ENSG00000087116
HGNC:219	ADAMTS3		KIAA0366, ADAMTS-4	9508	NM_014243	O15072	ENSG00000156140
HGNC:220	ADAMTS4		KIAA0688, ADAMTS-2, ADMP-1	9507	NM_001320336	O75173	ENSG00000158859
HGNC:221	ADAMTS5		ADMP-2, ADAMTS11	11096	NM_007038	Q9UNA0	ENSG00000154736
HGNC:222	ADAMTS6		ADAM-TS6	11174	NM_197941	Q9UKP5	ENSG00000049192
HGNC:223	ADAMTS7		ADAM-TS7, DKFZp434H204	11173	NM_014272	Q9UKP4	ENSG00000136378
HGNC:49407	ADAMTS7P1	ADAMTS7P2		390660	NR_045529		ENSG00000274376
HGNC:49409	ADAMTS7P3			400406	NG_028863		ENSG00000261143
HGNC:49410	ADAMTS7P4			642935	NG_022116		ENSG00000218052
HGNC:224	ADAMTS8		METH2, FLJ41712, ADAM-TS8	11095	NM_007037	Q9UP79	ENSG00000134917
HGNC:13202	ADAMTS9		KIAA1312	56999	NM_001318781	Q9P2N4	ENSG00000163638
HGNC:40625	ADAMTS9-AS1			101929335	NR_110150		ENSG00000241158
HGNC:42435	ADAMTS9-AS2			100507098	NR_038264		ENSG00000241684
HGNC:13201	ADAMTS10		ADAM-TS10	81794	NM_001282352	Q9H324	ENSG00000142303
HGNC:14605	ADAMTS12			81792	NM_001324511	P58397	ENSG00000151388
HGNC:1366	ADAMTS13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	11093	NM_139025	Q76LX8	ENSG00000160323
HGNC:14899	ADAMTS14			140766	NM_080722	Q8WXS8	ENSG00000138316
HGNC:16305	ADAMTS15			170689	NM_139055	Q8TE58	ENSG00000166106
HGNC:17108	ADAMTS16		ADAMTS16s	170690	NM_139056	Q8TE57	ENSG00000145536
HGNC:17109	ADAMTS17		FLJ32769, FLJ16363	170691	NM_139057	Q8TE56	ENSG00000140470
HGNC:17110	ADAMTS18	ADAMTS21		170692	NM_001326358	Q8TE60	ENSG00000140873
HGNC:17111	ADAMTS19			171019	NM_133638	Q8TE59	ENSG00000145808
HGNC:40797	ADAMTS19-AS1		RP11-346A9.1	103689846	NR_125748		ENSG00000249421
HGNC:17178	ADAMTS20		GON-1	80070	NM_025003	P59510	ENSG00000173157
HGNC:14632	ADAMTSL1	C9orf94	ADAMTSR1, FLJ35283	92949	NM_001040272	Q8N6G6	ENSG00000178031
HGNC:14631	ADAMTSL2		KIAA0605	9719	NM_001145320	Q86TH1	ENSG00000197859
HGNC:14633	ADAMTSL3		KIAA1233, punctin-2	57188	NM_001301110	P82987	ENSG00000156218
HGNC:19706	ADAMTSL4	TSRC1	DKFZP434K1772	54507	NM_001288607	Q6UY14	ENSG00000143382
HGNC:32041	ADAMTSL4-AS1	C1orf138	FLJ45786	574406	NR_104133	Q5T5F5	ENSG00000203804
HGNC:27912	ADAMTSL5	THSD6		339366	NM_213604	Q6ZMM2	ENSG00000185761
HGNC:16486	ADAP1	CENTA1	GCS1L	11033	NM_001284308	O75689	ENSG00000105963
HGNC:16487	ADAP2	CENTA2		55803	NM_001346712	Q9NPF8	ENSG00000184060
HGNC:225	ADAR	IFI4, G1P1	ADAR1	103	NM_001025107	P55265	ENSG00000160710
HGNC:226	ADARB1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	104	NM_001112	P78563	ENSG00000197381
HGNC:227	ADARB2		RED2, hRED2, ADAR3	105	NM_018702	Q9NS39	ENSG00000185736
HGNC:23299	ADARB2-AS1	C10orf109, NCRNA00168	bA466B20.1	642394	NR_033387	A8MUL3	ENSG00000205696
HGNC:228	ADAT1			23536	NM_001324444	Q9BUB4	ENSG00000065457
HGNC:21172	ADAT2	DEADC1	dJ20N2.1, TAD2	134637	NM_001286259	Q7Z6V5	ENSG00000189007
HGNC:25151	ADAT3		TAD3	113179	NM_001329533	Q96EY9	ENSG00000213638
HGNC:19038	ADCK1		FLJ39600	57143	NM_001142545	Q86TW2	ENSG00000063761
HGNC:19039	ADCK2		MGC20727	90956	NM_052853	Q7Z695	ENSG00000133597
HGNC:21738	ADCK5		FLJ35454	203054	NM_174922	Q3MIX3	ENSG00000173137
HGNC:229	ADCP1			106			
HGNC:232	ADCY1	DFNB44	AC1	107	NM_001281768	Q08828	ENSG00000164742
HGNC:233	ADCY2		HBAC2, KIAA1060, AC2	108	NM_020546	Q08462	ENSG00000078295
HGNC:234	ADCY3		AC3	109	NM_001320613	O60266	ENSG00000138031
HGNC:235	ADCY4		AC4	196883	NM_001198568	Q8NFM4	ENSG00000129467
HGNC:236	ADCY5		AC5	111	NM_001199642	O95622	ENSG00000173175
HGNC:237	ADCY6		AC6	112	NM_015270	O43306	ENSG00000174233
HGNC:238	ADCY7		KIAA0037, AC7	113	NM_001114	P51828	ENSG00000121281
HGNC:239	ADCY8	ADCY3	HBAC1, AC8	114	NM_001115	P40145	ENSG00000155897
HGNC:240	ADCY9		AC9	115	NM_001116	O60503	ENSG00000162104
HGNC:21285	ADCY10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	55811	NM_001167749	Q96PN6	ENSG00000143199
HGNC:44143	ADCY10P1			221442	NR_026938		ENSG00000161912
HGNC:241	ADCYAP1		PACAP	116	NM_001099733	P18509	ENSG00000141433
HGNC:242	ADCYAP1R1		PAC1, PACAPR, PAC1R	117	NM_001118	P41586	ENSG00000078549
HGNC:243	ADD1			118	NM_001119	P35611	ENSG00000087274
HGNC:244	ADD2		ADDB	119	NM_001185054	P35612	ENSG00000075340
HGNC:245	ADD3	ADDL		120	NM_001121	Q9UEY8	ENSG00000148700
HGNC:48682	ADD3-AS1			100505933	NR_038943		ENSG00000203876
HGNC:247	ADFN			122			
HGNC:21212	ADGB	C6orf103	FLJ23121, dJ408K24.1, CAPN16	79747	NM_024694	Q8N7X0	ENSG00000118492
HGNC:13838	ADGRA1	GPR123	KIAA1828	84435	NM_001083909	Q86SQ6	ENSG00000197177
HGNC:49543	ADGRA1-AS1	GPR123-AS1		100128127	NR_111905		ENSG00000256925
HGNC:17849	ADGRA2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960	NM_032777	Q96PE1	ENSG00000020181
HGNC:13839	ADGRA3	GPR125	FLJ38547, PGR21	166647	NM_145290	Q8IWK6	ENSG00000152990
HGNC:943	ADGRB1	BAI1		575	NM_001702	O14514	ENSG00000181790
HGNC:944	ADGRB2	BAI2		576	NM_001294335	O60241	ENSG00000121753
HGNC:945	ADGRB3	BAI3	KIAA0550	577	NM_001704	O60242	ENSG00000135298
HGNC:19893	ADGRD1	GPR133	DKFZp434B1272, PGR25	283383	NM_001330497	Q6QNK2	ENSG00000111452
HGNC:53314	ADGRD1-AS1		LACAT8	105755954	NR_131950		ENSG00000256151
HGNC:18651	ADGRD2	GPR144	PGR24	347088	XM_006717348	Q7Z7M1	ENSG00000180264
HGNC:3336	ADGRE1	TM7LN3, EMR1		2015	NM_001256252	Q14246	ENSG00000174837
HGNC:3337	ADGRE2	EMR2	CD312	30817	NM_001271052	Q9UHX3	ENSG00000127507
HGNC:23647	ADGRE3	EMR3		84658	NM_001289158	Q9BY15	ENSG00000131355
HGNC:19240	ADGRE4P	GPR127, EMR4, EMR4P	PGR16	326342	NR_024075	Q86SQ3	ENSG00000268758
HGNC:1711	ADGRE5	CD97	TM7LN1	976	NM_001025160	P48960	ENSG00000123146
HGNC:18990	ADGRF1	GPR110	hGPCR36, PGR19	266977	NM_025048	Q5T601	ENSG00000153292
HGNC:18991	ADGRF2	GPR111	hGPCR35, PGR20	222611	NM_153839	Q8IZF7	ENSG00000164393
HGNC:18989	ADGRF3	GPR113	hGPCR37, PGR23	165082	NM_001145168	Q8IZF5	ENSG00000173567
HGNC:19011	ADGRF4	GPR115	FLJ38076, PGR18	221393	NM_001347855	Q8IZF3	ENSG00000153294
HGNC:19030	ADGRF5	GPR116	DKFZp564O1923, KIAA0758	221395	NM_001098518	Q8IZF2	ENSG00000069122
HGNC:32922	ADGRF5P1	GPR116P1		389740	NG_021620		ENSG00000227582
HGNC:32921	ADGRF5P2	GPR116P2		441416	NG_021616		ENSG00000204818
HGNC:4512	ADGRG1	GPR56	TM7LN4, TM7XN1	9289	NM_001145770	Q9Y653	ENSG00000205336
HGNC:4516	ADGRG2	GPR64	HE6, TM7LN2, EDDM6	10149	NM_001079858	Q8IZP9	ENSG00000173698
HGNC:13728	ADGRG3	GPR97	Pb99, PGR26	222487	NM_001308360	Q86Y34	ENSG00000182885
HGNC:18992	ADGRG4	GPR112	RP1-299I16, PGR17	139378	NM_153834	Q8IZF6	ENSG00000156920
HGNC:19010	ADGRG5	GPR114	PGR27	221188	NM_001304376	Q8IZF4	ENSG00000159618
HGNC:13841	ADGRG6	GPR126	FLJ14937	57211	NM_001032394	Q86SQ4	ENSG00000112414
HGNC:19241	ADGRG7	GPR128	FLJ14454	84873	NM_001308362	Q96K78	ENSG00000144820
HGNC:20973	ADGRL1	LPHN1	KIAA0821, CIRL1, LEC2	22859	NM_001008701	O94910	ENSG00000072071
HGNC:18582	ADGRL2	LPHH1, LPHN2	KIAA0786, LEC1	23266	NM_001297704	O95490	ENSG00000117114
HGNC:20974	ADGRL3	LPHN3	KIAA0768, LEC3	23284	NM_001322246	Q9HAR2	ENSG00000150471
HGNC:50604	ADGRL3-AS1	LPHN3-AS1		101927186	NR_110595		ENSG00000248692
HGNC:20822	ADGRL4	ELTD1	ETL	64123	NM_022159	Q9HBW9	ENSG00000162618
HGNC:17416	ADGRV1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	NM_032119	Q8WXG9	ENSG00000164199
HGNC:249	ADH1A	ADH1		124	NM_000667	P07327	ENSG00000187758
HGNC:250	ADH1B	ADH2		125	NM_000668	P00325	ENSG00000196616
HGNC:251	ADH1C	ADH3		126	NM_000669	P00326	ENSG00000248144
HGNC:252	ADH4		ADH-2	127	NM_000670	P08319	ENSG00000198099
HGNC:253	ADH5	FDH	ADH-3, ADHX, GSNOR	128	NM_000671	P11766	ENSG00000197894
HGNC:22976	ADH5P2			343296	NG_008685		ENSG00000232676
HGNC:22991	ADH5P3			100131810	NG_008686		ENSG00000223694
HGNC:21377	ADH5P4	ADH5B	bA707M13.2	642443	NG_008303		ENSG00000233859
HGNC:255	ADH6		ADH-5	130	NM_000672	P28332	ENSG00000172955
HGNC:256	ADH7		ADH-4	131	NM_000673	P40394	ENSG00000196344
HGNC:16354	ADHFE1		ADHFe1, FLJ32430	137872	NM_144650	Q8IWW8	ENSG00000147576
HGNC:30576	ADI1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	NM_001306077	Q9BV57	ENSG00000182551
HGNC:52339	ADI1P1			100130936	NG_007499		ENSG00000235102
HGNC:52340	ADI1P2			100288971	NG_021206		ENSG00000250684
HGNC:52341	ADI1P3			100288129	NG_021715		ENSG00000258369
HGNC:28606	ADIG		MGC39724, SMAF1, RP5-1100H13.2	149685	NM_001018082	Q0VDE8	ENSG00000182035
HGNC:13633	ADIPOQ	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	9370	NM_001177800	Q15848	ENSG00000181092
HGNC:40648	ADIPOQ-AS1			100874095	NR_046662		ENSG00000226482
HGNC:24040	ADIPOR1		PAQR1, ACDCR1	51094	NM_001290553	Q96A54	ENSG00000159346
HGNC:44910	ADIPOR1P1			645220	NG_022165		ENSG00000232497
HGNC:44911	ADIPOR1P2			390503	NG_022863		ENSG00000258805
HGNC:24041	ADIPOR2		PAQR2, ACDCR2	79602	NM_024551	Q86V24	ENSG00000006831
HGNC:24043	ADIRF	C10orf116	APM2, AFRO	10974	NM_006829	Q15847	ENSG00000148671
HGNC:45127	ADIRF-AS1			100133190			ENSG00000272734
HGNC:257	ADK		AK	132	NM_001123	P55263	ENSG00000156110
HGNC:259	ADM		AM	133	NM_001124	P35318	ENSG00000148926
HGNC:28898	ADM2		AM2, FLJ21135	79924	NM_001253845	Q7Z4H4	ENSG00000128165
HGNC:27293	ADM5	C19orf76	AM5	199800	NM_001101340	C9JUS6	ENSG00000224420
HGNC:15766	ADNP		KIAA0784, ADNP1	23394	NM_001282531	Q9H2P0	ENSG00000101126
HGNC:51227	ADNP-AS1			101927631	NR_110007		ENSG00000259456
HGNC:23803	ADNP2	ZNF508	KIAA0863	22850	NM_014913	Q6IQ32	ENSG00000101544
HGNC:23506	ADO	C10orf22	FLJ14547	84890	NM_032804	Q96SZ5	ENSG00000181915
HGNC:262	ADORA1		RDC7	134	NM_000674	P30542	ENSG00000163485
HGNC:263	ADORA2A	ADORA2	RDC8	135	NM_000675	P29274	ENSG00000128271
HGNC:37122	ADORA2A-AS1	C22orf45	FLJ34651	646023	NR_028483	P86434	ENSG00000178803
HGNC:264	ADORA2B			136	NM_000676	P29275	ENSG00000170425
HGNC:265	ADORA2BP1	ADORA2BP		137	NG_000843		ENSG00000236136
HGNC:268	ADORA3		AD026	140	NM_000677	P0DMS8	ENSG00000282608
HGNC:25250	ADPGK		DKFZp434B195, ADP-GK	83440	NM_031284	Q9BRR6	ENSG00000159322
HGNC:44144	ADPGK-AS1			100287559	NR_040107		ENSG00000260898
HGNC:269	ADPRH		ARH1	141	NM_001125	P54922	ENSG00000144843
HGNC:21303	ADPRHL1		ARH2	113622	NM_138430	Q8NDY3	ENSG00000153531
HGNC:21304	ADPRHL2		ARH3, FLJ20446	54936	NM_017825	Q9NX46	ENSG00000116863
HGNC:30925	ADPRM	C17orf48	MDS006	56985	NM_020233	Q3LIE5	ENSG00000170222
HGNC:277	ADRA1A	ADRA1C	ADRA1L1	148	NM_000680	P35348	ENSG00000120907
HGNC:278	ADRA1B			147	NM_000679	P35368	ENSG00000170214
HGNC:280	ADRA1D		ADRA1R, ADRA1A, ADRA1	146	NM_000678	P25100	ENSG00000171873
HGNC:281	ADRA2A	ADRA2, ADRA2R	ADRAR	150	NM_000681	P08913	ENSG00000150594
HGNC:282	ADRA2B	ADRA2L1, ADRA2RL1	ADRARL1	151	NM_000682	P18089	ENSG00000274286
HGNC:283	ADRA2C	ADRA2L2, ADRA2RL2	ADRARL2	152	NM_000683	P18825	ENSG00000184160
HGNC:285	ADRB1	ADRB1R		153	NM_000684	P08588	ENSG00000043591
HGNC:286	ADRB2	ADRB2R	ADRBR, BAR, B2AR	154	NM_000024	P07550	ENSG00000169252
HGNC:288	ADRB3			155	NM_000025	P13945	ENSG00000188778
HGNC:15759	ADRM1		GP110, Rpn13, ARM1	11047	NM_001281437	Q16186	ENSG00000130706
HGNC:291	ADSL			158	NM_000026	P30566	ENSG00000239900
HGNC:292	ADSS			159	NM_001126	P30520	ENSG00000035687
HGNC:20093	ADSSL1		FLJ38602	122622	NM_001320424	Q8N142	ENSG00000185100
HGNC:21214	ADTRP	C6orf105	dJ413H6.1, AIG1L	84830	NM_001143948	Q96IZ2	ENSG00000111863
HGNC:303	AEBP1		ACLP	165	NM_001129	Q8IUX7	ENSG00000106624
HGNC:24051	AEBP2		MGC17922	121536	NM_001114176	Q6ZN18	ENSG00000139154
HGNC:25722	AEN	ISG20L1	FLJ12484, FLJ12562	64782	NM_022767	Q8WTP8	ENSG00000181026
HGNC:307	AES		GRG5, TLE5	166	NM_001130	Q08117	ENSG00000104964
HGNC:309	AF8T			169			
HGNC:310	AFA			170			
HGNC:24017	AFAP1		AFAP-110, AFAP	60312	NM_001134647	Q8N556	ENSG00000196526
HGNC:28141	AFAP1-AS1	AFAP1AS, AFAP1-AS	MGC10981	84740	NR_026892		ENSG00000272620
HGNC:26714	AFAP1L1		FLJ36748	134265	NM_001146337	Q8TED9	ENSG00000157510
HGNC:25901	AFAP1L2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632	NM_001001936	Q8N4X5	ENSG00000169129
HGNC:312	AFD1			171			
HGNC:7137	AFDN	MLLT4	AF-6, AF6	4301	NM_001040000	P55196	ENSG00000130396
HGNC:21236	AFDN-DT	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	653483	NR_027906	Q9Y6Z5	ENSG00000198221
HGNC:7135	AFF1	PBM1, MLLT2	AF-4, AF4	4299	NM_001166693	P51825	ENSG00000172493
HGNC:53447	AFF1-AS1			100506746	NR_038841		
HGNC:3776	AFF2	FMR2	FRAXE	2334	NM_001169122	P51816	ENSG00000155966
HGNC:41334	AFF2-IT1			100874269			ENSG00000223516
HGNC:6473	AFF3	LAF4	MLLT2-like	3899	NM_001025108	P51826	ENSG00000144218
HGNC:17869	AFF4		AF5Q31, MCEF	27125	NM_014423	Q9UHB7	ENSG00000072364
HGNC:16411	AFG1L	LACE1	AFG1	246269	NM_001323005	Q8WV93	ENSG00000135537
HGNC:314	AFG3L1P	AFG3, AFG3L1		172	NR_003226		ENSG00000223959
HGNC:315	AFG3L2	SCA28	SPAX5	10939	NM_006796	Q9Y4W6	ENSG00000141385
HGNC:24169	AFG3L2P1	AFG3L2P		347028	NG_016585		ENSG00000253606
HGNC:316	AFM		ALB2, ALBA	173	NM_001133	P43652	ENSG00000079557
HGNC:20910	AFMID		DKFZp686F03259, KF	125061	NM_001010982	Q63HM1	ENSG00000183077
HGNC:317	AFP	HPAFP	FETA	174	NM_001134	P02771	ENSG00000081051
HGNC:25951	AFTPH		MGC33965, FLJ20080, FLJ23793, Nbla10388	54812	NM_001002243	Q6ULP2	ENSG00000119844
HGNC:318	AGA		ASRG	175	NM_000027	P20933	ENSG00000038002
HGNC:16922	AGAP1	CENTG2	KIAA1099, GGAP1	116987	NM_001037131	Q9UPQ3	ENSG00000157985
HGNC:41427	AGAP1-IT1			100506749	NR_131900		ENSG00000235529
HGNC:16921	AGAP2	CENTG1		116986	NM_001122772	Q99490	ENSG00000135439
HGNC:48633	AGAP2-AS1		LOC100130776, PUNISHER	100130776	NR_027032		ENSG00000255737
HGNC:16923	AGAP3	CENTG3		116988	NM_001042535	Q96P47	ENSG00000133612
HGNC:23459	AGAP4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016	NM_001276343	Q96P64	ENSG00000188234
HGNC:23467	AGAP5	CTGLF2	Em:AC073389.1	729092	NM_001144000	A6NIR3	ENSG00000172650
HGNC:23466	AGAP6	CTGLF3	bA324H6.1	414189	NM_001077665	Q5VW22	ENSG00000204149
HGNC:23465	AGAP7P	CTGLF4, AGAP7	bA109G10.1	653268	NR_126580	Q5VUJ5	ENSG00000264204
HGNC:23463	AGAP9	CTGLF6	bA301J7.2, FLJ00312	642517	NM_001190810	Q5VTM2	ENSG00000204172
HGNC:23659	AGAP10P	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234	NG_005805		ENSG00000230869
